3.962094496504570884e+01,2.831307224965198444e+01
3.970846806301292986e+01,2.790552464511148045e+01
3.972126290827227280e+01,2.736809935137033278e+01
3.972796324654563449e+01,2.759002780914047293e+01
3.971119863899762237e+01,2.781819135139191346e+01
3.965795657174363953e+01,2.778339322643845577e+01
3.966749185087469698e+01,2.789962301109560983e+01
3.960783323261684785e+01,2.767774130705728197e+01
3.967257088258810427e+01,2.776411154742178056e+01
3.947055782852800121e+01,2.737847627039899834e+01
3.957897467000862690e+01,2.799207128529811328e+01
3.939549766062970804e+01,2.824092665136302926e+01
3.937840074646499033e+01,2.725944496175619136e+01
3.956323682821295762e+01,2.731888073266348727e+01
3.974198422110253404e+01,2.797970300116032405e+01
3.950829483356461935e+01,2.800298491565405712e+01
3.972505888733017088e+01,2.806697364333919609e+01
3.942690718437826547e+01,2.727340334758284257e+01
3.968907785441008684e+01,2.807618402773099930e+01
3.956324697062132145e+01,2.816493981263468527e+01
